"Class","Compound","gene","change_freq","change_int","Cell_line"
"HDAC","Tubastatin A (trifluoroacetate salt)","Canx",0.48920782787458,0.10262999568773,"HCT116"
"HDAC","Tubastatin A (trifluoroacetate salt)","Dnajc5",-0.044840966153389,0.0866910516733801,"HCT116"
"HDAC","Tubastatin A (trifluoroacetate salt)","Egfr",-0.039073048093487,-0.027127072024163,"HCT116"
"HDAC","Tubastatin A (trifluoroacetate salt)","Errfi1",-0.088429455002559,-0.018914589873183,"HCT116"
"HDAC","Tubastatin A (trifluoroacetate salt)","Gapdh",-0.171347561428259,-0.072676027260847,"HCT116"
"HDAC","Tubastatin A (trifluoroacetate salt)","Kpnb1",-0.294713499434862,-0.0351774749576,"HCT116"
"HDAC","Tubastatin A (trifluoroacetate salt)","Myc",-0.19818853375893,-0.055878367134727,"HCT116"
"HDAC","Tubastatin A (trifluoroacetate salt)","Nras",-0.060065562683036,0.0381334682137999,"HCT116"
"HDAC","Tubastatin A (trifluoroacetate salt)","P53",0.00372644234729003,0.0846633379334301,"HCT116"
"HDAC","Tubastatin A (trifluoroacetate salt)","Rab7a",-0.02853053237675,0.0308795536917801,"HCT116"
"HDAC","Tubastatin A (trifluoroacetate salt)","RhoA",0.11182694559266,0.22415696198223,"HCT116"
"HDAC","Tubastatin A (trifluoroacetate salt)","Rpap3",0.83407251391901,0.07009037120676,"HCT116"
"HDAC","Tubastatin A (trifluoroacetate salt)","Sec16a",0.39886005307683,0.0578050844870399,"HCT116"
"HDAC","Tubastatin A (trifluoroacetate salt)","Slc2a1",-0.183392756349519,0.00255326103508002,"HCT116"
"HAT","Garcinol","Canx",0.86974817018439,0.14121471877493,"HCT116"
"HAT","Garcinol","Dnajc5",-0.618345944510819,-0.026682231880474,"HCT116"
"HAT","Garcinol","Egfr",-0.073045748577664,-0.022706844897859,"HCT116"
"HAT","Garcinol","Errfi1",-0.109094246117118,-0.11743033604279,"HCT116"
"HAT","Garcinol","Gapdh",-0.135762051444518,-0.035050234636784,"HCT116"
"HAT","Garcinol","Kpnb1",-0.100695890476254,-0.019963756441399,"HCT116"
"HAT","Garcinol","Myc",0.00422317196904998,0.0752925509989599,"HCT116"
"HAT","Garcinol","Nras",-0.201237725220183,0.11863607856564,"HCT116"
"HAT","Garcinol","P53",-0.598939806096115,-0.00294542974666101,"HCT116"
"HAT","Garcinol","Rab7a",0.0163679362037801,0.0566298042746101,"HCT116"
"HAT","Garcinol","RhoA",0.30025081297061,0.33804186902102,"HCT116"
"HAT","Garcinol","Rpap3",0.45214254571246,0.08249387188655,"HCT116"
"HAT","Garcinol","Sec16a",0.4732317833805,0.03532483734325,"HCT116"
"HAT","Garcinol","Slc2a1",0.0591690741701301,0.1030541901285,"HCT116"
"Methylase","Ellagic Acid","Canx",0.59278532511388,0.14905815312066,"HCT116"
"Methylase","Ellagic Acid","Dnajc5",0.32771604381187,0.0774416756954499,"HCT116"
"Methylase","Ellagic Acid","Egfr",0.0139695462740801,-0.031033336158488,"HCT116"
"Methylase","Ellagic Acid","Errfi1",-0.16000933570408,-0.06413954471113,"HCT116"
"Methylase","Ellagic Acid","Gapdh",-0.014408957550975,-0.026049986491731,"HCT116"
"Methylase","Ellagic Acid","Kpnb1",-0.135797263673243,-0.023321628769442,"HCT116"
"Methylase","Ellagic Acid","Myc",0.0383077467711099,0.07043263651235,"HCT116"
"Methylase","Ellagic Acid","Nras",-0.18737921103821,0.0623398638121699,"HCT116"
"Methylase","Ellagic Acid","P53",0.39522702909044,0.0623588671241899,"HCT116"
"Methylase","Ellagic Acid","Rab7a",0.12873503052862,0.05660306237946,"HCT116"
"Methylase","Ellagic Acid","RhoA",0.29469886547253,0.3455830511645,"HCT116"
"Methylase","Ellagic Acid","Rpap3",0.5979324144064,0.0953595614623399,"HCT116"
"Methylase","Ellagic Acid","Sec16a",0.33039543540384,0.03549253448103,"HCT116"
"Methylase","Ellagic Acid","Slc2a1",0.11284619275703,0.11571788397896,"HCT116"
"HDAC","MS-275","Canx",-0.264431673333167,0.0815809224333499,"HCT116"
"HDAC","MS-275","Dnajc5",-0.11121161069377,0.0477995288289701,"HCT116"
"HDAC","MS-275","Egfr",-0.161283819539525,-0.048985502351785,"HCT116"
"HDAC","MS-275","Errfi1",0.0407795401720099,-0.074576991709078,"HCT116"
"HDAC","MS-275","Gapdh",-0.203639185223297,-0.086192295463202,"HCT116"
"HDAC","MS-275","Kpnb1",-0.546413502109704,-0.100751535253304,"HCT116"
"HDAC","MS-275","Myc",-0.294005434281312,-0.158761578130886,"HCT116"
"HDAC","MS-275","Nras",-0.021738650861993,0.07063983416316,"HCT116"
"HDAC","MS-275","P53",-0.066018980729047,0.03888269736624,"HCT116"
"HDAC","MS-275","Rab7a",-0.084346613344932,0.00792847068310998,"HCT116"
"HDAC","MS-275","RhoA",0.00356043852955001,0.19386935522133,"HCT116"
"HDAC","MS-275","Rpap3",1.1218336582953,0.11680669947661,"HCT116"
"HDAC","MS-275","Sec16a",-0.431231312874527,0.00632359247268011,"HCT116"
"HDAC","MS-275","Slc2a1",-0.247917666968378,0.0647097388303901,"HCT116"
"HDAC","HNHA","Canx",0.68959056039151,0.17366315993166,"HCT116"
"HDAC","HNHA","Dnajc5",0.09074136729015,0.0547376984158101,"HCT116"
"HDAC","HNHA","Egfr",-0.00116523537973201,0.0428471737139899,"HCT116"
"HDAC","HNHA","Errfi1",-0.044879594308628,-0.023536465308615,"HCT116"
"HDAC","HNHA","Gapdh",-0.02735211376866,0.01533724976019,"HCT116"
"HDAC","HNHA","Kpnb1",0.0629767685918099,0.0727479409746099,"HCT116"
"HDAC","HNHA","Myc",-0.015014022821773,0.0830253668599901,"HCT116"
"HDAC","HNHA","Nras",-0.138966560959078,0.14438406477807,"HCT116"
"HDAC","HNHA","P53",0.14620279274558,0.00796979471072001,"HCT116"
"HDAC","HNHA","Rab7a",0.30466227941049,0.08342547284937,"HCT116"
"HDAC","HNHA","RhoA",0.1994853037272,0.34600623940067,"HCT116"
"HDAC","HNHA","Rpap3",1.03229580092637,0.13078380594104,"HCT116"
"HDAC","HNHA","Sec16a",0.14576739803408,0.03576035190471,"HCT116"
"HDAC","HNHA","Slc2a1",0.12695863560641,0.12448344877705,"HCT116"
"DNMT","RG-108","Canx",0.62863473605227,0.14726325740034,"HCT116"
"DNMT","RG-108","Dnajc5",0.0047790876765399,0.0657616831546299,"HCT116"
"DNMT","RG-108","Egfr",0.00717336471757002,0.00156361644859992,"HCT116"
"DNMT","RG-108","Errfi1",0.0241214641526999,0.01057806566618,"HCT116"
"DNMT","RG-108","Gapdh",0.0666118421844699,0.03957476415266,"HCT116"
"DNMT","RG-108","Kpnb1",-0.18481702313469,0.04124476409665,"HCT116"
"DNMT","RG-108","Myc",-0.052328698900366,0.0355416274565099,"HCT116"
"DNMT","RG-108","Nras",0.00967361900583996,0.12756494002931,"HCT116"
"DNMT","RG-108","P53",0.05586954976179,0.0769035087390599,"HCT116"
"DNMT","RG-108","Rab7a",-0.036473914522695,0.0335943550484199,"HCT116"
"DNMT","RG-108","RhoA",0.19211418255938,0.3277998491303,"HCT116"
"DNMT","RG-108","Rpap3",0.65876186887482,0.08800069323274,"HCT116"
"DNMT","RG-108","Sec16a",0.2497056586002,0.0197001516536499,"HCT116"
"DNMT","RG-108","Slc2a1",0.2057404684554,0.17440148908124,"HCT116"
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","Canx",0.62413782642509,0.1413901442791,"HCT116"
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","Dnajc5",-0.340479657198925,0.0383648560614001,"HCT116"
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","Egfr",-0.037975158542534,-0.018523025173132,"HCT116"
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","Errfi1",0.0797315908804701,0.0341416466400899,"HCT116"
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","Gapdh",-0.048626883100527,0.01996347705186,"HCT116"
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","Kpnb1",-0.187546167208949,0.0126860025226201,"HCT116"
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","Myc",0.00594344690648008,0.0584951605086701,"HCT116"
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","Nras",-0.105356339046137,0.12456884337577,"HCT116"
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","P53",-0.306944724514124,-0.039350324533335,"HCT116"
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","Rab7a",0.20687630460757,0.10613795865883,"HCT116"
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","RhoA",0.16050417538454,0.29783762535527,"HCT116"
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","Rpap3",0.47150159824664,0.05663893561713,"HCT116"
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","Sec16a",0.0885566006051,0.0530690489546199,"HCT116"
"DNMT","2Õ,3Õ,5Õ-triacetyl-5-Azacytidine","Slc2a1",0.10672531599686,0.13122907745387,"HCT116"
"DNMT","S-Adenosylhomocysteine","Canx",0.55499531063395,0.1294585543877,"HCT116"
"DNMT","S-Adenosylhomocysteine","Dnajc5",-0.458880603101546,0.0486914102951399,"HCT116"
"DNMT","S-Adenosylhomocysteine","Egfr",0.0463415708559101,0.03220772804712,"HCT116"
"DNMT","S-Adenosylhomocysteine","Errfi1",0.16752706363885,0.0551397366300199,"HCT116"
"DNMT","S-Adenosylhomocysteine","Gapdh",-0.016475163752394,0.0183736239937899,"HCT116"
"DNMT","S-Adenosylhomocysteine","Kpnb1",-0.162088090240448,-0.00241151441348997,"HCT116"
"DNMT","S-Adenosylhomocysteine","Myc",-0.021854984775213,0.06589842020211,"HCT116"
"DNMT","S-Adenosylhomocysteine","Nras",0.0757467670581999,0.0888526200037301,"HCT116"
"DNMT","S-Adenosylhomocysteine","P53",-0.43136605749654,0.08557600879415,"HCT116"
"DNMT","S-Adenosylhomocysteine","Rab7a",-0.075648433326103,0.0258696399962099,"HCT116"
"DNMT","S-Adenosylhomocysteine","RhoA",0.06813658344809,0.20538709970953,"HCT116"
"DNMT","S-Adenosylhomocysteine","Rpap3",0.2389470159582,0.03597203040546,"HCT116"
"DNMT","S-Adenosylhomocysteine","Sec16a",0.07379797153623,0.03587192238126,"HCT116"
"DNMT","S-Adenosylhomocysteine","Slc2a1",0.12166350085575,0.05880436690969,"HCT116"
"Methylase","UNC0224","Canx",0.40009326168094,0.09403186168577,"HCT116"
"Methylase","UNC0224","Dnajc5",-0.464105705023223,0.0156107748940799,"HCT116"
"Methylase","UNC0224","Egfr",-0.097559815002141,-0.044087982361359,"HCT116"
"Methylase","UNC0224","Errfi1",-0.00342576158204,0.0177045578014801,"HCT116"
"Methylase","UNC0224","Gapdh",0.00152497591614997,0.0240312289998801,"HCT116"
"Methylase","UNC0224","Kpnb1",-0.019798757339459,0.05341850410716,"HCT116"
"Methylase","UNC0224","Myc",-0.07206357644954,0.0295025592165901,"HCT116"
"Methylase","UNC0224","Nras",-0.220895203171309,0.11711224420493,"HCT116"
"Methylase","UNC0224","P53",-0.436856842566776,-0.032310070243797,"HCT116"
"Methylase","UNC0224","Rab7a",-0.00954594175926005,0.0406829934944699,"HCT116"
"Methylase","UNC0224","RhoA",0.12556373349873,0.2587109786558,"HCT116"
"Methylase","UNC0224","Rpap3",0.19009536532302,0.0177104687271401,"HCT116"
"Methylase","UNC0224","Sec16a",0.50632108858987,0.03317792560801,"HCT116"
"Methylase","UNC0224","Slc2a1",0.10468865774847,0.10378059122277,"HCT116"
"HDAC","Chidamide","Canx",-0.08135773753503,0.07309143106385,"HCT116"
"HDAC","Chidamide","Dnajc5",0.00511931509517005,0.05341594447081,"HCT116"
"HDAC","Chidamide","Egfr",-0.100601184219643,-0.040430133498905,"HCT116"
"HDAC","Chidamide","Errfi1",0.1991782910959,0.10709454115896,"HCT116"
"HDAC","Chidamide","Gapdh",-0.036000673033922,0.0119808024907799,"HCT116"
"HDAC","Chidamide","Kpnb1",-0.05092036814726,0.06244782125877,"HCT116"
"HDAC","Chidamide","Myc",0.07201924215537,0.0977920786501401,"HCT116"
"HDAC","Chidamide","Nras",-0.029143044494848,0.08640579014964,"HCT116"
"HDAC","Chidamide","P53",-0.015278109333966,0.08945635885653,"HCT116"
"HDAC","Chidamide","Rab7a",0.1273437559189,0.13014835512981,"HCT116"
"HDAC","Chidamide","RhoA",-0.103119458003626,0.10895362239452,"HCT116"
"HDAC","Chidamide","Rpap3",1.03576530143897,0.0573160575805101,"HCT116"
"HDAC","Chidamide","Sec16a",0.2942218445409,0.03530098853158,"HCT116"
"HDAC","Chidamide","Slc2a1",0.1153826814463,0.15371331272466,"HCT116"
"HDAC","Tubacin","Canx",0.78498156859137,0.12166832221428,"HCT116"
"HDAC","Tubacin","Dnajc5",0.0214561198705501,0.00704124839727993,"HCT116"
"HDAC","Tubacin","Egfr",-0.169701983747307,-0.08759731480485,"HCT116"
"HDAC","Tubacin","Errfi1",-0.106824090375663,-0.052290593076988,"HCT116"
"HDAC","Tubacin","Gapdh",0.02988554923434,0.02355077679085,"HCT116"
"HDAC","Tubacin","Kpnb1",0.01887415190741,0.05847984749356,"HCT116"
"HDAC","Tubacin","Myc",-0.0324272627621069,0.0181565700361599,"HCT116"
"HDAC","Tubacin","Nras",0.03504895408378,0.07901323109121,"HCT116"
"HDAC","Tubacin","P53",0.07339456664363,0.0920064940593099,"HCT116"
"HDAC","Tubacin","Rab7a",0.34585754448206,0.13671682330668,"HCT116"
"HDAC","Tubacin","RhoA",0.1674609300951,0.24110210389475,"HCT116"
"HDAC","Tubacin","Rpap3",0.78966239613645,0.06076961567711,"HCT116"
"HDAC","Tubacin","Sec16a",0.87681047337558,0.0504270375451601,"HCT116"
"HDAC","Tubacin","Slc2a1",0.26149347979516,0.14683906585141,"HCT116"
"Methylase","3-Deazaneplanocin A","Canx",-0.046505044695614,0.0060861323408401,"HCT116"
"Methylase","3-Deazaneplanocin A","Dnajc5",-0.665430618674548,-0.00374745422048495,"HCT116"
"Methylase","3-Deazaneplanocin A","Egfr",-0.184394658127647,-0.0437702408405,"HCT116"
"Methylase","3-Deazaneplanocin A","Errfi1",-0.035542088095555,-0.057287542756554,"HCT116"
"Methylase","3-Deazaneplanocin A","Gapdh",-0.00315369183239,0.0437472382293,"HCT116"
"Methylase","3-Deazaneplanocin A","Kpnb1",0.08028342594915,0.0587675741373701,"HCT116"
"Methylase","3-Deazaneplanocin A","Myc",-0.110233743508832,0.00917713355965999,"HCT116"
"Methylase","3-Deazaneplanocin A","Nras",0.47468185796639,0.1375623839327,"HCT116"
"Methylase","3-Deazaneplanocin A","P53",-0.64841861623427,-0.017296272745059,"HCT116"
"Methylase","3-Deazaneplanocin A","Rab7a",0.14292177947515,0.07495465573258,"HCT116"
"Methylase","3-Deazaneplanocin A","RhoA",0.0203574096365999,0.12596642877243,"HCT116"
"Methylase","3-Deazaneplanocin A","Rpap3",-0.053789942340026,-0.023906202724901,"HCT116"
"Methylase","3-Deazaneplanocin A","Sec16a",0.99926741449787,0.06156168339594,"HCT116"
"Methylase","3-Deazaneplanocin A","Slc2a1",-0.039050151136616,0.03122219149967,"HCT116"
"Methylase","Sinefungin","Canx",0.52444307648672,0.0832125056808899,"HCT116"
"Methylase","Sinefungin","Dnajc5",-0.311710117385114,0.10240481077591,"HCT116"
"Methylase","Sinefungin","Egfr",-0.0213885306970411,-0.000543168901748992,"HCT116"
"Methylase","Sinefungin","Errfi1",0.0736919661850199,0.06198130502138,"HCT116"
"Methylase","Sinefungin","Gapdh",-0.038621210461513,0.01155396720476,"HCT116"
"Methylase","Sinefungin","Kpnb1",-0.060302724819968,0.0296180376988899,"HCT116"
"Methylase","Sinefungin","Myc",-0.020922204255537,0.0634676540769801,"HCT116"
"Methylase","Sinefungin","Nras",-0.0400149712655939,0.0216648488203499,"HCT116"
"Methylase","Sinefungin","P53",-0.276712326743679,-0.027852721163595,"HCT116"
"Methylase","Sinefungin","Rab7a",0.0850031264772899,0.04613933658063,"HCT116"
"Methylase","Sinefungin","RhoA",0.15783083733851,0.25090493004364,"HCT116"
"Methylase","Sinefungin","Rpap3",0.66088713361867,0.02877619090468,"HCT116"
"Methylase","Sinefungin","Sec16a",0.55715005255064,0.0653016482951401,"HCT116"
"Methylase","Sinefungin","Slc2a1",0.0174559106329399,0.05738487705058,"HCT116"
"HDAC","Scriptaid","Canx",-0.373272261815438,-0.00630535637723795,"HCT116"
"HDAC","Scriptaid","Dnajc5",0.83161795882243,0.0675136756846,"HCT116"
"HDAC","Scriptaid","Egfr",-0.623670749395791,-0.22662541567977,"HCT116"
"HDAC","Scriptaid","Errfi1",-0.108774139811752,-0.142108689063477,"HCT116"
"HDAC","Scriptaid","Gapdh",-0.20663980055651,-0.054841626943928,"HCT116"
"HDAC","Scriptaid","Kpnb1",-0.814238575500051,-0.170852764654832,"HCT116"
"HDAC","Scriptaid","Myc",-0.71282303538038,-0.309556578319585,"HCT116"
"HDAC","Scriptaid","Nras",-0.277038750722961,0.0171667806679501,"HCT116"
"HDAC","Scriptaid","P53",0.92475107537272,0.02727795117676,"HCT116"
"HDAC","Scriptaid","Rab7a",0.02435472346658,-0.017506420494473,"HCT116"
"HDAC","Scriptaid","RhoA",0.02732419330983,0.17445746482936,"HCT116"
"HDAC","Scriptaid","Rpap3",2.03151911394681,0.05986524190817,"HCT116"
"HDAC","Scriptaid","Sec16a",1.64199388567545,0.03446232860702,"HCT116"
"HDAC","Scriptaid","Slc2a1",-0.323119438299164,-0.203286706665032,"HCT116"
"HDAC","Apicidin","Canx",-0.26723381297739,0.00420360236813,"HCT116"
"HDAC","Apicidin","Dnajc5",0.0615951278809901,0.06216889506734,"HCT116"
"HDAC","Apicidin","Egfr",-0.78065773627163,-0.294261019787095,"HCT116"
"HDAC","Apicidin","Errfi1",-0.575358968477129,-0.272742314332087,"HCT116"
"HDAC","Apicidin","Gapdh",-0.268156587026511,-0.0482015780806641,"HCT116"
"HDAC","Apicidin","Kpnb1",-0.911163021165145,-0.211859032214535,"HCT116"
"HDAC","Apicidin","Myc",-0.805372918028563,-0.357352859073729,"HCT116"
"HDAC","Apicidin","Nras",-0.525234257842497,-0.056143190981612,"HCT116"
"HDAC","Apicidin","P53",0.11557454116308,-0.075478403257214,"HCT116"
"HDAC","Apicidin","Rab7a",-0.192203460496143,-0.057449402861715,"HCT116"
"HDAC","Apicidin","RhoA",0.0461487014901001,0.20561503342683,"HCT116"
"HDAC","Apicidin","Rpap3",1.30789698711884,0.0472692556237799,"HCT116"
"HDAC","Apicidin","Sec16a",0.96898819504845,0.01948748958123,"HCT116"
"HDAC","Apicidin","Slc2a1",-0.549883561233933,-0.218047939230603,"HCT116"
"HDAC","HC Toxin","Canx",-0.511813632170234,-0.0383640083165659,"HCT116"
"HDAC","HC Toxin","Dnajc5",0.06360744574242,0.0656682526522401,"HCT116"
"HDAC","HC Toxin","Egfr",-0.791097697072086,-0.300397395233601,"HCT116"
"HDAC","HC Toxin","Errfi1",-0.643383096590428,-0.294753542978409,"HCT116"
